11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
31848302	Cholestasis	Ruminococcus gnavus	decrease	Gastrointestinal tract
31848302	Cholestasis	Streptococcus salivarius	increase	Gastrointestinal tract
31848302	Cholestasis	Veillonella	increase	Gastrointestinal tract
31868094	Traumatic Brain Injury	Bacteroides thetaiotaomicron	increase	Gastrointestinal tract
31868094	Traumatic Brain Injury	Desulfovibrio	increase	Gastrointestinal tract
31868094	Traumatic Brain Injury	Prevotella copri	decrease	Gastrointestinal tract
31868094	Traumatic Brain Injury	Sutterella	decrease	Gastrointestinal tract
31874981	Caries	Actinobaculum	decrease	Saliva
31874981	Caries	Leptotrichia	decrease	Saliva
31874981	Caries	Prevotella nigrescens	decrease	Saliva
31874981	Caries	Streptococcus mutans	increase	Saliva
31874981	Caries	Streptococcus sobrinus	increase	Saliva
31874981	Caries	Veillonella parvula	increase	Saliva
31883828	Systemic lupus erythematosus	Acidobacteria	decrease	Skin
31883828	Systemic lupus erythematosus	Actinomyces	increase	Skin
31883828	Systemic lupus erythematosus	Corynebacterium	increase	Skin
31883828	Systemic lupus erythematosus	Cutibacterium	decrease	Skin
31883828	Systemic lupus erythematosus	Deinococcus	increase	Skin
31883828	Systemic lupus erythematosus	Erwinia mallotivora	decrease	Skin
31883828	Systemic lupus erythematosus	Klebsiella pneumoniae	decrease	Skin
31883828	Systemic lupus erythematosus	Prevotella	decrease	Skin
31883828	Systemic lupus erythematosus	Ralstonia	decrease	Skin
31883828	Systemic lupus erythematosus	Rhodococcus erythropolis	decrease	Skin
31883828	Systemic lupus erythematosus	Rothia	increase	Skin
31883828	Systemic lupus erythematosus	Staphylococcus aureus	increase	Skin
31883828	Systemic lupus erythematosus	Staphylococcus epidermidis	increase	Skin
31883828	Systemic lupus erythematosus	Staphylococcus hominis	increase	Skin
31883828	Systemic lupus erythematosus	Staphylococcus warneri	increase	Skin
31883828	Systemic lupus erythematosus	Tenericutes	decrease	Skin
31891538	Gestational diabetes	Bifidobacterium	decrease	Gastrointestinal tract
31891538	Gestational diabetes	Gammaproteobacteria	decrease	Gastrointestinal tract
31891538	Gestational diabetes	Haemophilus	decrease	Gastrointestinal tract
31891538	Gestational diabetes	Pasteurellaceae	decrease	Gastrointestinal tract
31891538	Gestational diabetes	Selenomonas	decrease	Gastrointestinal tract
31894240	HIV infection	Butyrivibrio	decrease	Gastrointestinal tract
31894240	HIV infection	Coprococcus	decrease	Gastrointestinal tract
31894240	HIV infection	Eisenbergiella	increase	Gastrointestinal tract
31894240	HIV infection	Oscillibacter	increase	Gastrointestinal tract
31894240	HIV infection	Romboutsia	decrease	Gastrointestinal tract
31894240	HIV infection	Ruminococcaceae	decrease	Gastrointestinal tract
31899727	Crohns disease	Bacillus	decrease	Gastrointestinal tract
31899727	Crohns disease	Blautia	decrease	Gastrointestinal tract
31899727	Crohns disease	Clostridium	decrease	Gastrointestinal tract
31899727	Crohns disease	Enterobacter	decrease	Gastrointestinal tract
31899727	Crohns disease	Escherichia	increase	Gastrointestinal tract
31899727	Crohns disease	Eubacterium	decrease	Gastrointestinal tract
31899727	Crohns disease	Lactobacillus	decrease	Gastrointestinal tract
31899727	Crohns disease	Paenibacillus	decrease	Gastrointestinal tract
31899727	Crohns disease	Prevotella	increase	Gastrointestinal tract
31899727	Crohns disease	Roseburia	decrease	Gastrointestinal tract
31899727	Crohns disease	Ruminococcus	decrease	Gastrointestinal tract
31899727	Crohns disease	Streptococcus	increase	Gastrointestinal tract
31900289	Preeclamsia	Akkermansia	decrease	Gastrointestinal tract
31900289	Preeclamsia	Clostridium	increase	Gastrointestinal tract
31900289	Preeclamsia	Dialister	increase	Gastrointestinal tract
31900289	Preeclamsia	Faecalibacterium	decrease	Gastrointestinal tract
31900289	Preeclamsia	Fusobacterium	increase	Gastrointestinal tract
31900289	Preeclamsia	Lachnospira	decrease	Gastrointestinal tract
31900289	Preeclamsia	Veillonella	increase	Gastrointestinal tract
31916654	Periodontitis	Filifactor alocis	increase	Saliva
31916654	Periodontitis	Fretibacterium fastidiosum	increase	Saliva
31916654	Periodontitis	Fusobacterium nucleatum	increase	Saliva
31916654	Periodontitis	Mogibacterium timidum	increase	Saliva
31916654	Periodontitis	MycoBlood faucium	increase	Saliva
31916654	Periodontitis	Porphyromonas endodontalis	increase	Saliva
31916654	Periodontitis	Porphyromonas gingivalis	increase	Saliva
31916654	Periodontitis	Prevotella intermedia	increase	Saliva
31916654	Periodontitis	Rothia dentocariosa	increase	Saliva
31916654	Periodontitis	Rothia mucilaginosa	increase	Saliva
31916654	Periodontitis	Tanerella forsythia	increase	Saliva
31916654	Periodontitis	Treponema denticola	increase	Saliva
31916654	Periodontitis	Treponema	increase	Saliva
31916654	Psoriasis	Fretibacterium fastidiosum	increase	Saliva
31916654	Psoriasis	Mogibacterium timidum	increase	Saliva
31916654	Psoriasis	MycoBlood faucium	decrease	Saliva
31916654	Psoriasis	Porphyromonas gingivalis	decrease	Saliva
31916654	Psoriasis	Rothia dentocariosa	increase	Saliva
31916654	Psoriasis	Rothia mucilaginosa	increase	Saliva
31916654	Psoriasis	Tanerella forsythia	increase	Saliva
31916654	Psoriasis	Treponema denticola	increase	Saliva
31916654	Psoriasis	Treponema	increase	Saliva
31917963	Primary Open-Angle Glaucoma	Bacteroides plebeius	decrease	Gastrointestinal tract
31917963	Primary Open-Angle Glaucoma	Enterobacteriaceae	increase	Gastrointestinal tract
31917963	Primary Open-Angle Glaucoma	Escherichia coli	increase	Gastrointestinal tract
31917963	Primary Open-Angle Glaucoma	Megamonas	decrease	Gastrointestinal tract
31917963	Primary Open-Angle Glaucoma	Prevotellaceae	increase	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Klebsiella pneumoniae	increase	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Kluyvera ascorbata	increase	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Lactobacillus	decrease	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Oscillibacter	decrease	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Parabacteroides johnsonii	decrease	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Phascolarctobacterium succinatutens	increase	Gastrointestinal tract
31921729	Nonalcoholic fatty liver	Ruminiclostridium	decrease	Gastrointestinal tract
31921729	Obesity	Alistipes	decrease	Gastrointestinal tract
31921729	Obesity	Bacteroides clarus	decrease	Gastrointestinal tract
31921729	Obesity	Helicobacter pylori	decrease	Gastrointestinal tract
31921729	Obesity	Klebsiella pneumoniae	increase	Gastrointestinal tract
31921729	Obesity	Kluyvera ascorbata	increase	Gastrointestinal tract
31921729	Obesity	Lactobacillus	decrease	Gastrointestinal tract
31921729	Obesity	Odoribacter splanchnicus	decrease	Gastrointestinal tract
31921729	Obesity	Oscillibacter	decrease	Gastrointestinal tract
31921729	Obesity	Paraprevotella	decrease	Gastrointestinal tract
31921729	Obesity	Phascolarctobacterium succinatutens	increase	Gastrointestinal tract
31921729	Obesity	Ruminiclostridium	decrease	Gastrointestinal tract
31925905	Hepatitis B	Bacteroides	decrease	Gastrointestinal tract
31925905	Hepatitis B	Prevotella	increase	Gastrointestinal tract
31925905	Hepatitis B	Ruminococcus	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Alternaria alternata	increase	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Azospirillum	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Bifidobacterium dentium	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Candidatus Methanomethylophilus alvus	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Clostridium	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Methanoculleus	decrease	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Paraprevotella clara	increase	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Ramularia collo-cygni	increase	Gastrointestinal tract
31928124	Vogt-Koyagani-Harada disease	Rhizophagus	increase	Gastrointestinal tract
31945133	Neisseria gonorrhoeae infection	Catonella	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Escherichia	decrease	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Eubacterium yurii	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Ezakiella	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Filifactor	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Fretibacterium	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Oceanivirga	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Parvimonas	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Peptoanaerobacter	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Peptococcus	increase	Oral mucosae
31945133	Neisseria gonorrhoeae infection	Pseudomonas	decrease	Oral mucosae
31951641	Kaposis sarcoma	Aggregatibacter	decrease	Oral mucosae
31951641	Kaposis sarcoma	Corynebacterium	increase	Oral mucosae
31951641	Kaposis sarcoma	Dialister	increase	Oral mucosae
31951641	Kaposis sarcoma	Gemella	decrease	Oral mucosae
31951641	Kaposis sarcoma	Lautropia	decrease	Oral mucosae
31951641	Kaposis sarcoma	Porphyromonas	decrease	Oral mucosae
31951641	Kaposis sarcoma	Shuttleworthia satelles	increase	Oral mucosae
31952112	Human papilloma virus infection	Atopobium vaginae	increase	Cervix
31952112	Human papilloma virus infection	Shuttleworthia	decrease	Cervix
31952112	Human papilloma virus infection	Sneathia	decrease	Cervix
31952432	Obesity	Akkermansia muciniphila	decrease	Gastrointestinal tract
31952432	Obesity	Bifidobacterium	decrease	Gastrointestinal tract
31952432	Obesity	Faecalibacterium prausnitzii	increase	Gastrointestinal tract
31953340	Caries	Aspergillus sydowii	decrease	Tooth
31953340	Caries	Aureobasidium pullulans	decrease	Tooth
31953340	Caries	Candida albicans	increase	Tooth
31953340	Caries	Candida dubliniensis	increase	Tooth
31953340	Caries	Debaryomyces	decrease	Tooth
31953340	Caries	Microdochium	increase	Tooth
31953340	Caries	Mycosphaerella	decrease	Tooth
31953340	Caries	Naganishia	decrease	Tooth
31953340	Caries	Nigrospora oryzae	increase	Tooth
31953340	Caries	Ophiosphaerella	decrease	Tooth
31953340	Caries	Papiliotrema flavescens	decrease	Tooth
31953340	Caries	Rhodotorula mucilaginosa	decrease	Tooth
31953340	Caries	Rhynchogastrema tunnelae	decrease	Tooth
31953340	Caries	Sistotrema brinkmannii	decrease	Tooth
31953340	Caries	Sistotremastrum suecicum	decrease	Tooth
31953340	Caries	Toxicocladosporium strelitziae	decrease	Tooth
31953505	Irritable bowel syndrome	Candidatus saccharibacteria bacterium	increase	Gastrointestinal tract
31953505	Irritable bowel syndrome	Candidatus soleaferrea	increase	Duodenum
31953505	Irritable bowel syndrome	Candidatus soleaferrea	increase	Gastrointestinal tract
31953505	Irritable bowel syndrome	Christensenellaceae	decrease	Duodenum
31953505	Irritable bowel syndrome	Coprococcus	decrease	Duodenum
31953505	Irritable bowel syndrome	Eubacterium ventriosum	increase	Gastrointestinal tract
31953505	Irritable bowel syndrome	Faecalitalea	increase	Duodenum
31953505	Irritable bowel syndrome	Lachnoclostridium	increase	Duodenum
31953505	Irritable bowel syndrome	Lachnoclostridium	increase	Gastrointestinal tract
31953505	Irritable bowel syndrome	Lachnospira	decrease	Duodenum
31953505	Irritable bowel syndrome	Oscillibacter	decrease	Duodenum
31953505	Irritable bowel syndrome	Prevotellaceae	increase	Duodenum
31953505	Irritable bowel syndrome	Staphylococcus	decrease	Duodenum
31953505	Irritable bowel syndrome	Vivictivallis	decrease	Duodenum
31955954	Aerobic vaginitis	Aerococcus christensenii	increase	Vagina
31955954	Aerobic vaginitis	Alloscardovia omnicolens	increase	Vagina
31955954	Aerobic vaginitis	Amphritea	increase	Vagina
31955954	Aerobic vaginitis	Anaerococcus hydrogenalis	increase	Vagina
31955954	Aerobic vaginitis	Anaerococcus prevotii	increase	Vagina
31955954	Aerobic vaginitis	Atopobium vaginae	increase	Vagina
31955954	Aerobic vaginitis	Bifidobacterium bifidum	increase	Vagina
31955954	Aerobic vaginitis	Bifidobacterium dentium	increase	Vagina
31955954	Aerobic vaginitis	Bifidobacterium longum	increase	Vagina
31955954	Aerobic vaginitis	Candidatus saccharibacteria bacterium	increase	Vagina
31955954	Aerobic vaginitis	Dialister	increase	Vagina
31955954	Aerobic vaginitis	Dialister micraerophilus	increase	Vagina
31955954	Aerobic vaginitis	Enterococcus faecalis	increase	Vagina
31955954	Aerobic vaginitis	Escherichia coli	increase	Vagina
31955954	Aerobic vaginitis	Eubacterium cellulosolvens	increase	Vagina
31955954	Aerobic vaginitis	Faecalibacterium prausnitzii	increase	Vagina
31955954	Aerobic vaginitis	Finegoldia magna	increase	Vagina
31955954	Aerobic vaginitis	Gardnerella Vaginais	increase	Vagina
31955954	Aerobic vaginitis	Gemella asaccharolytica	increase	Vagina
31955954	Aerobic vaginitis	Klebsiella pneumoniae	increase	Vagina
31955954	Aerobic vaginitis	Lactobacillus acetotolerans	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus acidophilus	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus amylolyticus	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus coleohominis	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus crispatus	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus fermentum	increase	Vagina
31955954	Aerobic vaginitis	Lactobacillus helveticus	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus johnsonii	decrease	Vagina
31955954	Aerobic vaginitis	Lactobacillus mucosae	increase	Vagina
31955954	Aerobic vaginitis	Lactobacillus reuteri	decrease	Vagina
31955954	Aerobic vaginitis	Mageeibacillus indolicus	increase	Vagina
31955954	Aerobic vaginitis	Megasphaera elsdenii	increase	Vagina
31955954	Aerobic vaginitis	MycoBlood genitalium	increase	Vagina
31955954	Aerobic vaginitis	MycoBlood hominis	increase	Vagina
31955954	Aerobic vaginitis	Phyllobacterium	increase	Vagina
31955954	Aerobic vaginitis	Porphyromonas gingivalis	increase	Vagina
31955954	Aerobic vaginitis	Prevotella amnii	increase	Vagina
31955954	Aerobic vaginitis	Prevotella bivia	increase	Vagina
31955954	Aerobic vaginitis	Prevotella disiens	increase	Vagina
31955954	Aerobic vaginitis	Prevotella melaninogenica	increase	Vagina
31955954	Aerobic vaginitis	Prevotella timonensis	increase	Vagina
31955954	Aerobic vaginitis	Pseudomonas putida	decrease	Vagina
31955954	Aerobic vaginitis	Roseburia faecis	increase	Vagina
31955954	Aerobic vaginitis	Sneathia amnii	increase	Vagina
31955954	Aerobic vaginitis	Sneathia sanguinegens	increase	Vagina
31955954	Aerobic vaginitis	Streptococcus agalactiae	increase	Vagina
31955954	Aerobic vaginitis	Streptococcus anginosus	increase	Vagina
31955954	Aerobic vaginitis	Streptococcus lutetiensis	increase	Vagina
31955954	Aerobic vaginitis	Streptococcus mitis	increase	Vagina
31955954	Aerobic vaginitis	Tissierellaceae	increase	Vagina
31955954	Aerobic vaginitis	UreaBlood urealyticum	increase	Vagina
31955954	Aerobic vaginitis	Veillonella dispar	increase	Vagina
31955954	Aerobic vaginitis	Veillonella montpellierensis	increase	Vagina
31959912	Meningococcal disease	Aggregatibacter aphrophilus	increase	Oral mucosae
31959912	Meningococcal disease	Campylobacter rectus	increase	Oral mucosae
31959912	Meningococcal disease	Catonella morbi	increase	Oral mucosae
31959912	Meningococcal disease	Haemophilus aegyptius	increase	Oral mucosae
31959912	Meningococcal disease	Haemophilus haemolyticus	increase	Oral mucosae
31959912	Meningococcal disease	Parvimonas micra	increase	Oral mucosae
31959912	Meningococcal disease	Veillonella	decrease	Oral mucosae
31959989	Cystic fibrosis	Akkermansia muciniphila	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Anaerofustis stercorihominis	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Anaerostipes hadrus	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Anaerotruncus colihominis	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Bacteriodes uniformis	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Bacteroidetes	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Clostridium perfringens	increase	Gastrointestinal tract
31959989	Cystic fibrosis	Clostridium symbiosum	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Erysipelotrichaceae	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Lachnospiraceae	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Roseburia hominis	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Roseburia intestinalis	decrease	Gastrointestinal tract
31959989	Cystic fibrosis	Roseburia Inulinivorans	decrease	Gastrointestinal tract
31971861	Colorectal cancer	Burkholderia	increase	Gastrointestinal tract
31971861	Colorectal cancer	Clostridium ramosum	increase	Gastrointestinal tract
31971861	Colorectal cancer	Clostridium symbiosum	increase	Gastrointestinal tract
31971861	Colorectal cancer	Coprobacillus	increase	Gastrointestinal tract
31971861	Colorectal cancer	Cyanothece	increase	Gastrointestinal tract
31971861	Colorectal cancer	Fusobacterium nucleatum	increase	Gastrointestinal tract
31971861	Colorectal cancer	Gemella morbillorum	increase	Gastrointestinal tract
31971861	Colorectal cancer	Paracoccus	increase	Gastrointestinal tract
31971861	Colorectal cancer	Peptoniphilus	increase	Gastrointestinal tract
31971861	Colorectal cancer	Porphyromonas gingivalis	increase	Gastrointestinal tract
31971861	Colorectal cancer	Porphyromonas	increase	Gastrointestinal tract
31971861	Colorectal cancer	Roseburia Inulinivorans	increase	Gastrointestinal tract
31971861	Colorectal cancer	Solobacterium moorei	increase	Gastrointestinal tract
31971861	Colorectal cancer	Synechococcus	increase	Gastrointestinal tract
31972546	Polycystic Ovary Syndrome	Alloprevotella	decrease	Gastrointestinal tract
31972546	Polycystic Ovary Syndrome	Fusobacteria	increase	Gastrointestinal tract
31972546	Polycystic Ovary Syndrome	Lactobacillus	decrease	Gastrointestinal tract
31972546	Polycystic Ovary Syndrome	Lactococcus	decrease	Gastrointestinal tract
31972546	Polycystic Ovary Syndrome	Prevotella	decrease	Gastrointestinal tract
31976177	Obesity	Dialister	decrease	Gastrointestinal tract
31976177	Obesity	Faecalibacterium	increase	Gastrointestinal tract
31976177	Obesity	Haemophilus	increase	Gastrointestinal tract
31976177	Obesity	Lachnospira	increase	Gastrointestinal tract
31976177	Obesity	Megamonas	increase	Gastrointestinal tract
31976177	Obesity	Oscillospira	decrease	Gastrointestinal tract
31976177	Obesity	Phascolarctobacterium	increase	Gastrointestinal tract
31980025	Biliary tract cancer	Bifidobacteriaceae	increase	Blood
31980025	Biliary tract cancer	Comamonas	decrease	Blood
31980025	Biliary tract cancer	Corynebacterium	decrease	Blood
31980025	Biliary tract cancer	Pseudomonadaceae	decrease	Blood
31980025	Biliary tract cancer	Ralstonia	increase	Blood
31981541	Hyperglycemia	Campylobacter rectus	increase	Tooth
31981541	Hyperglycemia	Porphyromonas gingivalis	increase	Tooth
31981541	Hyperglycemia	Prevotella melaninogenica	increase	Saliva
31981541	Hyperglycemia	Streptococcus gordonii	increase	Tooth
31981541	Hyperglycemia	Streptococcus mitis	increase	Tooth
31981541	Hyperglycemia	Streptococcus salivarius	increase	Tooth
31981541	Hyperglycemia	Veillonella parvula	increase	Tooth
31990065	Gastrointestinal follicular lymphoma	Prevotella	decrease	Duodenum
31990065	Gastrointestinal follicular lymphoma	Rothia	decrease	Duodenum
31990065	Gastrointestinal follicular lymphoma	Sporomusa	decrease	Duodenum
31995569	Coronary artery disease	Acinetobacter	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Actinobacillus	increase	Gastrointestinal tract
31995569	Coronary artery disease	Agathobacter	increase	Gastrointestinal tract
31995569	Coronary artery disease	Anaerosporobacter	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Catenibacterium	increase	Gastrointestinal tract
31995569	Coronary artery disease	Christensenellaceae	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Coprococcus	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Eisenbergiella	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Eubacterium hallii	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Fournierella	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Fusicatenibacter	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Porphyromonas	increase	Gastrointestinal tract
31995569	Coronary artery disease	Prevotella	increase	Gastrointestinal tract
31995569	Coronary artery disease	 Ruminococcus gauvreauii	decrease	Gastrointestinal tract
31995569	Coronary artery disease	Ruminococcus gnavus	increase	Gastrointestinal tract
31995569	Coronary artery disease	Succiniclasticum	increase	Gastrointestinal tract
31995569	Coronary artery disease	Veillonella	decrease	Gastrointestinal tract
32009325	Atopic dermatitis	Akkermansia	decrease	Gastrointestinal tract
32009325	Atopic dermatitis	Clostridium	decrease	Gastrointestinal tract
32009325	Atopic dermatitis	Streptococcus	increase	Gastrointestinal tract
32013181	Obesity	Bifidobacterium	decrease	Duodenum
32013181	Obesity	Staphylococcus	increase	Duodenum
32013181	Type 2 diabetes	Bifidobacterium	decrease	Duodenum
32013181	Type 2 diabetes	Escherichia	increase	Duodenum
32013181	Type 2 diabetes	Lactobacillus	increase	Duodenum
32021305	Colorectal cancer	Akkermansia	decrease	Gastrointestinal tract
32021305	Colorectal cancer	Faecalibacterium	decrease	Gastrointestinal tract
32021305	Colorectal cancer	Fusobacterium	increase	Gastrointestinal tract
32021305	Colorectal cancer	Parabacteroides	decrease	Gastrointestinal tract
32021305	Colorectal cancer	Ruminococcus	decrease	Gastrointestinal tract
32021305	Colorectal cancer	Streptococcus	increase	Gastrointestinal tract
32026584	Severe congenital neutropenia	Alloprevotella	decrease	Tooth
32026584	Severe congenital neutropenia	Fusobacterium	decrease	Saliva
32026584	Severe congenital neutropenia	Haemophilus	decrease	Tooth
32026584	Severe congenital neutropenia	Leptotrichia	increase	Tooth
32038493	Idiopathic central precocious puberty	Acinetobacter	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Bacteroides coprocola	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Bacteroides plebeius	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Barnesiella	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Clostridium XIVb	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Coprobacter	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Coprococcus	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Gemmiger formicilis	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Holdemania	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Oscillibacter	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Pseudomonas	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Psychrobacter	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Roseburia Inulinivorans	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Ruminococcus bromii	increase	Gastrointestinal tract
32038493	Idiopathic central precocious puberty	Ruminococcus gnavus	decrease	Gastrointestinal tract
32039040	Rheumatoid arthritis	Achromobacter	decrease	Blood
32039040	Rheumatoid arthritis	Corynebacterium	decrease	Blood
32039040	Rheumatoid arthritis	Gemella	decrease	Blood
32039040	Rheumatoid arthritis	Granulicatella	decrease	Blood
32039040	Rheumatoid arthritis	Halomonas	increase	Blood
32039040	Rheumatoid arthritis	Serratia	decrease	Blood
32039040	Rheumatoid arthritis	Shewanella	increase	Blood
32039040	Rheumatoid arthritis	Shigella	decrease	Blood
32039040	Rheumatoid arthritis	Staphylococcus	decrease	Blood
32039040	Rheumatoid arthritis	Streptococcus	decrease	Blood
32039051	Rheumatoid arthritis	Actinomyces	increase	Saliva
32039051	Rheumatoid arthritis	Defluviitalea	decrease	Saliva
32039051	Rheumatoid arthritis	Eubacterium yurii	decrease	Saliva
32039051	Rheumatoid arthritis	Haemophilus	decrease	Saliva
32039051	Rheumatoid arthritis	Neisseria oralis	decrease	Saliva
32039051	Rheumatoid arthritis	Parvimonas	decrease	Saliva
32039051	Rheumatoid arthritis	Prevotella	increase	Saliva
32039051	Rheumatoid arthritis	Selenomonas	increase	Saliva
32040443	Major depressive disorder	Actinomyces	increase	Gastrointestinal tract
32040443	Major depressive disorder	Anaerostipes	increase	Gastrointestinal tract
32040443	Major depressive disorder	Anaerovorax	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Bacteroides	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Blautia	increase	Gastrointestinal tract
32040443	Major depressive disorder	Clostridium cluster XVIII	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Clostridium cluster XVIII	increase	Gastrointestinal tract
32040443	Major depressive disorder	Clostridium group XI	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Coprococcus	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Eggerthella	increase	Gastrointestinal tract
32040443	Major depressive disorder	Eubacterium	increase	Gastrointestinal tract
32040443	Major depressive disorder	Faecalibacterium	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Oscillibacter	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Phascolarctobacterium	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Roseburia	increase	Gastrointestinal tract
32040443	Major depressive disorder	Streptococcus	increase	Gastrointestinal tract
32040443	Major depressive disorder	Sutterella	decrease	Gastrointestinal tract
32040443	Major depressive disorder	Veillonella	increase	Gastrointestinal tract
32040467	Caries	Campylobacter	increase	Tooth
32040467	Caries	Capnocytophaga	increase	Tooth
32040467	Caries	Lactobacillus	increase	Tooth
32040467	Caries	Streptococcus	increase	Tooth
32044865	Vulvodynia	Gardnerella Vaginais	decrease	Vagina
32046455	Endometriosis	Anaerococcus degenerii	increase	Vagina
32046455	Endometriosis	Anaerococcus lactolyticus	increase	Vagina
32056905	Generalized anxiety disorder	Bacteroides	decrease	Gastrointestinal tract
32056905	Major depressive disorder	Clostridium	decrease	Gastrointestinal tract
32059038	Dry eye syndrome	Subdoligranulum	decrease	Gastrointestinal tract
32059038	Dry eye syndrome	Veillonella	increase	Gastrointestinal tract
32059038	Sjögren Syndrome	Agathobacter	decrease	Gastrointestinal tract
32059038	Sjögren Syndrome	Bifidobacterium	decrease	Gastrointestinal tract
32059038	Sjögren Syndrome	Blautia	decrease	Gastrointestinal tract
32059038	Sjögren Syndrome	Dorea	decrease	Gastrointestinal tract
32059038	Sjögren Syndrome	Veillonella	increase	Gastrointestinal tract
32062762	Autism spectrum disorders	Bifidobacterium	decrease	Gastrointestinal tract
32065949	Schizophrenia	Actinobacillus	decrease	Gastrointestinal tract
32065949	Schizophrenia	Escherichia	increase	Gastrointestinal tract
32065949	Schizophrenia	Fusobacterium	decrease	Gastrointestinal tract
32065949	Schizophrenia	Megasphaera	decrease	Gastrointestinal tract
32065949	Schizophrenia	Shigella	increase	Gastrointestinal tract
32065949	Schizophrenia	Veillonella	increase	Gastrointestinal tract
32066758	Liver fibrosis	Prevotella	increase	Gastrointestinal tract
32066758	Nonalcoholic fatty liver	Prevotella copri	decrease	Gastrointestinal tract
32066758	Nonalcoholic fatty liver	Rikenellaceae	decrease	Gastrointestinal tract
32066758	Nonalcoholic fatty liver	Ruminococcaceae	decrease	Gastrointestinal tract
32071121	Head_Neck cancer	Capnocytophaga	decrease	Oral mucosae
32071121	Head_Neck cancer	Comamonadaceae	increase	Oral mucosae
32071121	Head_Neck cancer	Haemophilus parainfluenzae	decrease	Oral mucosae
