Disease Summary Name	General System	Applicable Gender	Monogenic Inheritance	ICD9 Codes	ICD9 Strings
Menopausal_Disorder	Reproductive	Female	FALSE	627.4|627|627.1|627.2|627.3|627.8|627.9	Symptomatic menopausal or female climacteric states|"Unspecified menopausal and postmenopausal ydisorder"|"Other specified menopausal and postmenopausal disorders"|"Postmenopausal atrophic vaginitis"|"Menopausal and postmenopausal disorders"|"Symptomatic states associated with artificial menopause"|"Postmenopausal bleeding"
Menstrual_Disorder	Reproductive	Female	FALSE	626.1|626.0|626.3|626.2|627.0|626|346.4|256.39|626.9|626.8|626.6|256.3|625.4|625.2|625.3|621.4|256.31|626.5|626.4	Other ovarian failure|"Metrorrhagia"|"Ovulation bleeding"|"Premenopausal menorrhagia"|"Menstrual migraine"|"Hematometra"|"Puberty bleeding"|"Premenstrual tension syndromes"|"Absence of menstruation"|"Other disorders of menstruation and other abnormal bleeding from female genital tract"|"Scanty or infrequent menstruation"|"Disorders of menstruation and other abnormal bleeding from female genital tract"|"Unspecified disorders of menstruation and other abnormal bleeding from female genital tract"|"Premature menopause"|"Mittelschmerz"|"Dysmenorrhea"|"Excessive or frequent menstruation"|"Irregular menstrual cycle"
Non-Specific_Prostate_Disease	Reproductive	Male	FALSE	601|601.1|601.2|602|602.2|602.1|602.0|601.0|602.9|602.8	Disorder of prostate NOS|"Inflammatory diseases of prostate"|"Other specified disorders of prostate"|"Abscess of prostate"|"Calculus of prostate"|"Chronic prostatitis"|"Other disorders of prostate"|"Acute prostatitis"|"Atrophy of prostate"|"Congestion or hemorrhage of prostate"
Sexual_Dysfunction	Reproductive	Both	FALSE	302.74|302.73|302.71	Psychosexual dysfunction with male orgasmic disorder|"Psychosexual dysfunction with female orgasmic disorder"|"Hypoactive sexual desire disorder"
Alveolar_Disease	Respiratory	Both	FALSE	516.31|516.30|516.33|516.32|516.35|516.34|516.37|516.36|516.9|516.8|516.3|516.2|516.1|516.0|516	Idiopathic pulmonary fibrosis|"Idiopathic fibrosing alveolitis"|"Idiopathic pulmonary hemosiderosis"|"Acute interstitial pneumonitis"|"Other specified alveolar and parietoalveolar pneumonopathies"|"Other alveolar and parietoalveolar pneumonopathy"|"Cryptogenic organizing pneumonia"|"Pulmonary alveolar microlithiasis"|"Respiratory bronchiolitis interstitial lung disease"|"Idiopathic lymphoid interstitial pneumonia"|"Idiopathic non-specific interstitial pneumonitis"|"Desquamative interstitial pneumonia"|"Idiopathic interstitial pneumonia, not otherwise specified"|"Pulmonary alveolar proteinosis"|"Unspecified alveolar and parietoalveolar pneumonopathy"
Cystic_Fibrosis	Respiratory	Both	TRUE	277.0|277.00|277.01|277.02|277.03|277.09	Cystic fibrosis with gastrointestinal manifestations|"Cystic fibrosis with other manifestations"|"Cystic fibrosis with meconium ileus"|"Cystic fibrosis without mention of meconium ileus"|"Cystic fibrosis with pulmonary manifestations"|"Cystic fibrosis"
Deviated_Nasal_Septum	Respiratory	Both	FALSE	470|478.0	Deviated nasal septum|"Hypertrophy of nasal turbinates"
Emphysema_COPD	Respiratory	Both	FALSE	491.9|491.8|515|491.1|491.0|491.2|515.0|491.22|491.21|494.0|492.0|492.8|494.1|494|496|491.20|491|492	Obstructive chronic bronchitis, without exacerbation|"Bronchiectasis without acute exacerbation"|"Obstructive chronic bronchitis"|"Bronchiectasis with acute exacerbation"|"Mucopurulent chronic bronchitis"|"Obstructive chronic bronchitis with (acute) exacerbation"|"Emphysema"|"Other chronic bronchitis"|"Postinflammatory pulmonary fibrosis **"|"Postinflammatory pulmonary fibrosis"|"Chronic bronchitis NOS"|"Simple chronic bronchitis"|"Chronic bronchitis"|"Obstructive chronic bronchitis with acute bronchitis"|"Emphysematous bleb"|"Other emphysema"|"Chronic airway obstruction, not elsewhere classified"|"Bronchiectasis"
Larynx_Vocal_Chord_Disorders	Respiratory	Both	FALSE	478.32|478.33|478.30|478.31|478.34|478.75|478.4|478.79|478.3|478.74|478.5|478.6|478.7|478.70|478.71	Bilateral complete paralysis of vocal cords|"Polyp of vocal cord or larynx"|"Cellulitis and perichondritis of larynx"|"Unilateral partial paralysis of vocal cords"|"Laryngeal spasm"|"Vocal cord paralysis NOS"|"Bilateral partial paralysis of vocal cords"|"Unspecified disease of larynx"|"Other diseases of larynx, not elsewhere classified"|"Stenosis of larynx"|"Paralysis of vocal cords or larynx"|"Other diseases of vocal cords"|"Edema of larynx"|"Unilateral complete paralysis of vocal cords"
Non-Specific_Nasal_Throat_Disorder	Respiratory	Both	FALSE	471.8|471|471.9|471.1|471.0	Nasal polyps|"Polyp of nasal cavity"|"Nasal polyp NOS"|"Polypoid sinus degeneration"|"Other polyp of sinus"
Non-Specific_Pulmonary_Disorder	Respiratory	Both	FALSE	519.09|519.00|519.02|495.2|495.5|495.4|495.7|495.6|495.1|495.0|495.3|518.4|495|495.9|495.8|517|503|519.8|507.0|517.8|504|505|502|517.3|500|501|518.84|518.82|518.83|518.81|514.0|519.11|518.89|519.0|519.4|518.8|518.5|519.9|518.1|518.0|518.3|518.2|501.0|512.1|512.0|517.2|512.8|519|518|510.0|510|512|510.9|514|500.0	Asbestosis|"Pulmonary congestion and hypostasis"|"Pneumoconiosis due to other silica or silicates"|"Other diseases of lung"|"Mechanical complication of tracheostomy"|"Bagassosis"|"Other specified allergic alveolitis and pneumonitis"|"Coal workers' pneumoconiosis **"|"Farmers' lung"|"Pneumoconiosis NOS"|"Acute edema of lung, unspecified"|"Compensatory emphysema"|"Pneumothorax"|"Pulmonary eosinophilia"|"Other pulmonary insufficiency, not elsewhere classified"|"Tracheostomy complications"|"Mushroom workers' lung"|"Other spontaneous pneumothorax"|"Iatrogenic pneumothorax"|"Acute and chronic respiratory failure"|"Other tracheostomy complications"|"Other diseases of respiratory system"|"Acute respiratory failure"|"Lung involvement in systemic sclerosis"|"Acute bronchospasm"|"Tracheostomy complication, unspecified"|"Empyema with fistula"|"Ventilation pneumonitis"|"Empyema"|"Suberosis"|"Chronic respiratory failure"|"Bird-fanciers' lung"|"Asbestosis **"|"Lung involvement in conditions classified elsewhere"|"Malt workers' lung"|"Unspecified allergic alveolitis and pneumonitis"|"Interstitial emphysema"|"Extrinsic allergic alveolitis"|"Pneumonitis due to inhalation of food or vomitus"|"Other diseases of respiratory system, not elsewhere classified"|"Pulmonary congestion and hypostasis **"|"Other diseases of lung, not elsewhere classified"|"Lung involvement in other diseases classified elsewhere"|"Acute chest syndrome"|"Empyema without mention of fistula"|"Spontaneous tension pneumothorax"|"Pulmonary insufficiency following trauma and surgery"|"Unspecified disease of respiratory system"|"Coal workers' pneumoconiosis"|"Pneumonopathy due to inhalation of other dust"|"Pulmonary collapse"|"Maple bark-strippers' lung"|"Disorders of diaphragm"|"Pneumoconiosis due to other inorganic dust"
Sleep_Apnea	Respiratory	Both	FALSE	327.24|327.25|327.26|327.2|327.20|327.21|327.22|327.23|327.27|327.29	Other organic sleep apnea|"Congenital central alveolar hypoventilation syndrome"|"High altitude periodic breathing"|"Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere"|"Organic sleep apnea"|"Idiopathic sleep related nonobstructive alveolar hypoventilation"|"Primary central sleep apnea"|"Organic sleep apnea NOS"|"Obstructive sleep apnea"|"Central sleep apnea in conditions classified elsewhere"
Acute_Renal_Failure	Urinary	Both	FALSE	584.8|584.9|584.6|584.7|584.5	Acute renal failure with other specified pathological lesion in kidney|"Acute renal failure NOS"|"Acute renal failure with lesion of renal medullary [papillary] necrosis"|"Acute renal failure with lesion of renal cortical necrosis"|"Acute renal failure with lesion of tubular necrosis"
Bladder_Disorder	Urinary	Both	FALSE	596.59|596|596.55|596.54|596.53|596.52|596.51|596.3|596.2|596.1|596.0|596.7|596.6|596.5|596.4|596.9|596.8	Atony of bladder|"Other functional disorders of bladder"|"Intestinovesical fistula"|"Other specified disorders of bladder"|"Low bladder compliance"|"Rupture of bladder, nontraumatic"|"Detrusor sphincter dyssynergia"|"Diverticulum of bladder"|"Bladder neck obstruction"|"Vesical fistula NEC"|"Paralysis of bladder"|"Unspecified disorder of bladder"|"Hypertonicity of bladder"|"Other disorders of bladder"|"Hemorrhage into bladder wall"|"Other functional disorder of bladder"|"Neurogenic bladder NOS"
Chronic_Kidney_Disease	Urinary	Both	FALSE	586|586.0|584|585|588.0|585.1|585.9|585.6|585.5|585.4|585.3|585.2|588.81|585.0	Renal failure unspecified|"Secondary hyperparathyroidism (of renal origin)"|"Chronic kidney disease, Stage V"|"Chronic kidney disease (CKD) **"|"Chronic kidney disease, Stage III (moderate)"|"Renal failure unspecified **"|"Renal osteodystrophy"|"Chronic kidney disease, unspecified"|"Chronic kidney disease, Stage IV (severe)"|"Chronic kidney disease, Stage I"|"Chronic kidney disease, Stage II (mild)"|"Acute renal failure"|"End stage renal disease"|"Chronic kidney disease (CKD)"
Medullary_Cystic_Kidney_Disease	Urinary	Both	TRUE	753.16	Medullary cystic kidney
Nephrotic_Syndrome	Urinary	Both	FALSE	581.89|581.81|581.3|581.2|581.1|581.0|581.9|581.8	Nephrotic syndrome with lesion of minimal change glomerulonephritis|"Nephrotic syndrome with other specified pathological lesion in kidney"|"Nephrotic syndrome with lesion of proliferative glomerulonephritis"|"Nephrotic syndrome with lesion of membranous glomerulonephritis"|"Nephrotic syndrome in diseases classified elsewhere"|"Nephrotic syndrome with unspecified pathological lesion in kidney"|"Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis"
Non-Specific_Nephropathy	Urinary	Both	FALSE	583.1|583.0|583.2|583.4|583.7|583.6|583.9|583.8|587.0|593.2|583.81|593.6|587|583.89	Renal sclerosis unspecified|"Cyst of kidney, acquired"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal cortical necrosis"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis"|"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere"|"Renal sclerosis unspecified **"|"Postural proteinuria"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal medullary necrosis"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of proliferative glomerulonephritis"|"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis"|"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"|"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis"
Non-Specific_Urinary_Disorder	Urinary	Both	FALSE	591|599.89|593|599.8|599.9|599.6|599.7|598.1|599.60|598.9|598.8|599.69|593.3|593.1|593.4|593.5|593.8|593.9|599.83|591.0|593.89|599.81|593.82|593.81|599.82|588|588.89|588.8|597.81|588.9|598.2|588.1|599.70|599.71|599.72	Hydronephrosis|"Vascular disorders of kidney"|"Unspecified disorder resulting from impaired renal function"|"Urinary obstruction, not elsewhere classified"|"Other specified disorders of urethra and urinary tract"|"Stricture or kinking of ureter"|"Other specified disorders resulting from impaired renal function"|"Urethral syndrome NOS"|"Urethral hypermobility"|"Other disorders of kidney and ureter"|"Other ureteric obstruction"|"Other specified disorders of urinary tract"|"Gross hematuria"|"Hematuria, unspecified"|"Hydroureter"|"Postoperative urethral stricture"|"Other specified disorders of kidney and ureter"|"Nephrogenic diabetes insipidus"|"Hypertrophy of kidney"|"Hydronephrosis **"|"Urethral stricture NOS"|"Microscopic hematuria"|"Unspecified disorder of urethra and urinary tract"|"Traumatic urethral stricture"|"Urethral instability"|"Urinary obstruction NOS"|"Ureteral fistula"|"Other specified causes of urethral stricture"|"Hematuria"|"Urinary obstruction"|"Disorders resulting from impaired renal function"|"Intrinsic (urethral) sphincter deficiency [ISD]"|"Unspecified disorder of kidney and ureter"
Polycystic_Kidney_Disease	Urinary	Both	TRUE	753.13|753.14	Polycystic kidney autosomal recessive|"Polycystic kidney autosomal dominant"
Renal_Glycosuria	Urinary	Both	TRUE	271.4	Renal glycosuria
Urethral_Disorder	Urinary	Both	FALSE	599|599.84|599.1|599.2|599.3|599.4|599.5	Urethral fistula|"Urethral false passage"|"Urethral caruncle"|"Prolapsed urethral mucosa"|"Other disorders of urethra and urinary tract"|"Urethral diverticulum"|"Other specified disorders of urethra"
Urinary_Calculus	Urinary	Both	FALSE	594.1|594.0|592|594|594.9|594.8|594.2|592.9|592.1|592.0	Urinary calculus NOS|"Calculus of ureter"|"Calculus of kidney"|"Calculus in urethra"|"Calculus in diverticulum of bladder"|"Calculus of kidney and ureter"|"Other lower urinary tract calculus"|"Calculus of lower urinary tract, unspecified"|"Other calculus in bladder"|"Calculus of lower urinary tract"
